General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Alex Oxlade-Chamberlain,ENG,"FW,MF",28,1993,3.7,0,0,0,3,4,1,2,1,4,0,0,0,20,1,4,20.0
Alisson,BRA,GK,29,1992,37.0,1,0,0,1,5,0,0,0,0,0,0,0,71,11,1,91.7
Andrew Robertson,SCO,DF,28,1994,28.7,3,0,0,22,10,7,195,18,21,0,0,0,174,22,24,47.8
Ben Doak,SCO,FW,16,2005,0.3,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,
Bobby Clark,ENG,MF,17,2005,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Caoimhín Kelleher,IRL,GK,23,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cody Gakpo,NED,"FW,MF",23,1999,16.2,0,0,0,26,33,8,17,4,15,1,0,0,57,26,24,52.0
Curtis Jones,ENG,MF,21,2001,11.5,2,0,0,13,16,2,9,3,17,0,0,0,56,3,6,33.3
Darwin Núñez,URU,FW,23,1999,18.8,1,1,0,25,17,17,18,3,5,1,0,0,44,36,51,41.4
Diogo Jota,POR,FW,25,1996,12.6,2,0,0,19,15,3,8,3,15,1,0,0,60,18,26,40.9
Fabinho,BRA,MF,28,1993,29.7,11,0,0,53,24,0,5,37,38,0,0,0,180,30,21,58.8
Fabio Carvalho,POR,"MF,FW",19,2002,3.9,0,0,0,6,6,0,2,6,8,0,0,0,19,4,10,28.6
Harvey Elliott,ENG,"MF,FW",19,2003,17.9,2,0,0,14,25,2,34,15,18,0,0,0,122,4,16,20.0
Ibrahima Konaté,FRA,DF,23,1999,17.2,5,0,0,29,15,1,1,26,26,0,1,1,107,46,14,76.7
James Milner,ENG,"MF,DF",36,1986,10.1,2,0,0,16,15,0,52,12,16,0,0,0,64,13,14,48.1
Joe Gomez,ENG,DF,25,1997,16.3,3,0,0,13,4,1,4,24,21,0,1,0,126,46,38,54.8
Jordan Henderson,ENG,MF,32,1990,23.0,2,0,0,18,9,3,45,21,23,0,0,0,163,11,10,52.4
Joël Matip,CMR,DF,30,1991,12.1,3,0,0,10,5,1,1,21,8,0,0,1,78,25,23,52.1
Kostas Tsimikas,GRE,DF,26,1996,8.6,3,0,0,13,9,0,85,12,9,0,0,0,50,7,7,50.0
Luis Díaz,COL,FW,25,1997,11.1,2,0,0,20,24,3,8,6,11,0,0,0,50,8,23,25.8
Mohamed Salah,EGY,FW,30,1992,36.6,2,0,0,20,33,22,38,6,12,0,0,0,100,8,30,21.1
Naby Keïta,GUI,MF,27,1995,3.3,1,0,0,12,2,0,2,2,4,0,0,0,29,3,7,30.0
Nathaniel Phillips,ENG,DF,25,1997,0.7,0,0,0,1,0,0,0,2,1,0,0,0,14,4,0,100.0
Roberto Firmino,BRA,"FW,MF",30,1991,13.5,0,0,0,9,6,5,12,7,12,0,0,0,64,15,30,33.3
Stefan Bajcetic,ESP,MF,17,2004,5.8,2,0,0,7,9,0,5,9,6,0,0,0,40,9,5,64.3
Thiago Alcántara,ESP,MF,31,1991,13.9,2,0,0,18,25,0,3,21,24,0,1,0,111,14,24,36.8
Trent Alexander-Arnold,ENG,DF,23,1998,32.5,5,0,0,22,6,5,252,43,40,0,0,0,239,20,13,60.6
Virgil van Dijk,NED,DF,31,1991,31.5,3,0,0,13,3,3,1,31,14,0,1,0,168,98,34,74.2
