name,position,id
Thomas Kaminski,GK,1caa93a5
Alfie Doughty,DF,bf33b257
Carlton Morris,"FW,MF",2da834f1
Ross Barkley,MF,3a24769f
Teden Mengi,DF,91748070
Gabriel Osho,DF,cd889153
Issa Kaboré,DF,c066d1a5
Amari'i Bell,DF,399e9474
Chiedozie Ogbene,"MF,DF",788c0277
Tahith Chong,"MF,FW",2696b6a9
Reece Burke,DF,a681b7b7
Elijah Adebayo,FW,0480ebc7
Albert Sambi Lokonga,MF,1b4f1169
Jordan Clark,MF,7c5fa6cf
Andros Townsend,"MF,FW",b28bbd58
Tom Lockyer,DF,37118440
Marvelous Nakamba,MF,de5b5570
Jacob Brown,"MF,FW",ca18c8f1
Pelly Ruddock Mpanzu,MF,a9b1c319
Daiki Hashioka,DF,10cb48b7
Ryan Giles,"DF,MF",73b1d65b
Fred Onyedinma,"DF,MF",387d06b2
Mads Juel Andersen,DF,f098c03e
Cauley Woodrow,"FW,MF",d3085b49
Luke Berry,"MF,DF",2aaadf33
Joseph Johnson,DF,d9e7c4da
James Shea,GK,ee7c0a5e
Zack Nelson,"MF,DF",de0abf23
Allan Campbell,MF,858409be
Christian Chigozie,DF,2dbd5678
Aidan Francis,DF,38c29201
Taylan Harris,FW,96630213
Tim Krul,GK,f23f9d20
Jayden Luker,MF,61aed9fe
Dominic Martins,MF,00464670
John Mcatee,"FW,MF",5c42b6b6
Axel Piesold,MF,68201bf9
Dan Potts,DF,3595affe
